.201.206.92 - - [04/Nov/2021:21:53:24 +0100] "GET /fr/recherche?q=benyah&limit=10&timestamp=1636059206529&ajaxSearch=1&id_lang=1 HTTP/1.1" 200 1576 "https://controltower.fr/fr/vibes-creator/3048-king-stanley-jah-give-us-the-power.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:26:51 +0100] "-" 408 559 "-" "-"
54.36.149.47 - - [04/Nov/2021:23:26:51 +0100] "GET /fr/index.php?id_product=2024&controller=product HTTP/1.1" 301 5684 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
80.214.144.233 - - [04/Nov/2021:23:26:51 +0100] "-" 408 5354 "-" "-"
80.214.144.233 - - [04/Nov/2021:23:26:51 +0100] "-" 408 5354 "-" "-"
77.205.40.55 - - [04/Nov/2021:23:27:05 +0100] "GET /fr/audioknot-records/3053-the-wheel-caress.html HTTP/1.1" 200 11204 "https://controltower.fr/fr/" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
77.205.40.55 - - [04/Nov/2021:23:27:06 +0100] "GET /7559-large_default/the-wheel-caress.jpg HTTP/1.1" 304 760 "https://controltower.fr/" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
77.205.40.55 - - [04/Nov/2021:23:27:06 +0100] "GET /7560-cart_default/the-wheel-caress.jpg HTTP/1.1" 304 760 "https://controltower.fr/" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
77.205.40.55 - - [04/Nov/2021:23:27:06 +0100] "GET /7559-cart_default/the-wheel-caress.jpg HTTP/1.1" 304 760 "https://controltower.fr/" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
77.205.40.55 - - [04/Nov/2021:23:27:06 +0100] "GET /7561-cart_default/the-wheel-caress.jpg HTTP/1.1" 304 760 "https://controltower.fr/" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
77.205.40.55 - - [04/Nov/2021:23:27:06 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3053&id_product_attribute=3113&_=1636064828257 HTTP/1.1" 200 807 "https://controltower.fr/fr/audioknot-records/3053-the-wheel-caress.html" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
77.205.40.55 - - [04/Nov/2021:23:27:06 +0100] "GET /fr/audioknot-records/3053-the-wheel-caress.html HTTP/1.1" 200 8879 "https://controltower.fr/fr/audioknot-records/3053-the-wheel-caress.html" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
77.205.40.55 - - [04/Nov/2021:23:27:06 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3053&id_product_attribute=3113&_=1636064828258 HTTP/1.1" 200 226 "https://controltower.fr/fr/audioknot-records/3053-the-wheel-caress.html" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
77.205.40.55 - - [04/Nov/2021:23:27:13 +0100] "POST /fr/panier HTTP/1.1" 302 3056 "https://controltower.fr/fr/audioknot-records/3053-the-wheel-caress.html" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
77.205.40.55 - - [04/Nov/2021:23:27:13 +0100] "GET /fr/commande?ipa=3053 HTTP/1.1" 200 11985 "https://controltower.fr/fr/audioknot-records/3053-the-wheel-caress.html" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
77.205.40.55 - - [04/Nov/2021:23:27:13 +0100] "GET /7559-small_default/the-wheel-caress.jpg HTTP/1.1" 200 3959 "https://controltower.fr/" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
77.205.40.55 - - [04/Nov/2021:23:27:14 +0100] "GET /fr/commande?ipa=3053 HTTP/1.1" 200 9662 "https://controltower.fr/fr/commande?ipa=3053" "Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0"
176.145.71.169 - - [04/Nov/2021:23:27:16 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3008&id_product_attribute=3068&_=1636064836096 HTTP/1.1" 200 807 "https://controltower.fr/fr/zion-trod-records/3008-ras-teo-back-a-bush.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:27:16 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3008&id_product_attribute=3068&_=1636064836097 HTTP/1.1" 200 226 "https://controltower.fr/fr/zion-trod-records/3008-ras-teo-back-a-bush.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:27:16 +0100] "POST /?rand=1636064836289 HTTP/1.1" 200 2813 "https://controltower.fr/fr/zion-trod-records/3008-ras-teo-back-a-bush.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:27:16 +0100] "GET /fr/zion-trod-records/3008-ras-teo-back-a-bush.html HTTP/1.1" 200 13437 "https://controltower.fr/fr/zion-trod-records/3008-ras-teo-back-a-bush.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
66.249.66.134 - - [04/Nov/2021:23:27:19 +0100] "GET /2333-cart_default/ras-mykha-bus-to-zion.jpg HTTP/1.1" 200 8181 "-" "Googlebot-Image/1.0"
176.145.71.169 - - [04/Nov/2021:23:27:31 +0100] "GET /7443-large_default/ras-teo-back-a-bush.jpg HTTP/1.1" 200 39380 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:27:31 +0100] "GET /7443-thickbox_default/ras-teo-back-a-bush.jpg HTTP/1.1" 200 105597 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:27:31 +0100] "GET /themes/theme-HDC/css/fancybox_sprite@2x.png HTTP/1.1" 404 1946 "https://controltower.fr/themes/theme-HDC/css/fancybox.css" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:27:31 +0100] "GET /themes/theme-HDC/css/fancybox_loading@2x.gif HTTP/1.1" 404 1946 "https://controltower.fr/themes/theme-HDC/css/fancybox.css" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:27:31 +0100] "GET /7442-thickbox_default/ras-teo-back-a-bush.jpg HTTP/1.1" 200 99197 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:27:33 +0100] "GET /7442-large_default/ras-teo-back-a-bush.jpg HTTP/1.1" 200 38585 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
54.36.148.91 - - [04/Nov/2021:23:27:38 +0100] "GET /553-cart_default/stephanie-jah-love-is-sweeter.jpg HTTP/1.1" 200 8073 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
176.156.222.110 - - [04/Nov/2021:23:27:40 +0100] "POST /admincontrol/ajax.php?rand=1636064854903 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminEnvoiMoinsCher&id_order=8856&option=send&token=27d7475b073347ae85ef86e2e2b9fb80" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
157.55.39.111 - - [04/Nov/2021:23:27:41 +0100] "GET /6537-thickbox_default/manasseh-meets-praise-nathan-the-prophet.jpg HTTP/1.1" 200 127398 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
176.145.71.169 - - [04/Nov/2021:23:27:41 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3045&id_product_attribute=3105&_=1636064861788 HTTP/1.1" 200 807 "https://controltower.fr/fr/yi-mas-gan-records/3045-bushman-bushman-work-s-isolation-skank.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:27:42 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3045&id_product_attribute=3105&_=1636064861789 HTTP/1.1" 200 226 "https://controltower.fr/fr/yi-mas-gan-records/3045-bushman-bushman-work-s-isolation-skank.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:27:41 +0100] "POST /?rand=1636064861963 HTTP/1.1" 200 2813 "https://controltower.fr/fr/yi-mas-gan-records/3045-bushman-bushman-work-s-isolation-skank.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:27:41 +0100] "GET /fr/yi-mas-gan-records/3045-bushman-bushman-work-s-isolation-skank.html HTTP/1.1" 200 13466 "https://controltower.fr/fr/yi-mas-gan-records/3045-bushman-bushman-work-s-isolation-skank.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.176.2.71 - - [04/Nov/2021:23:27:45 +0100] "GET / HTTP/1.1" 301 5599 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
80.214.144.233 - - [04/Nov/2021:23:27:48 +0100] "POST /fr/panier HTTP/1.1" 302 6843 "https://controltower.fr/fr/blackboard-jungle/3013-danny-red-tell-jah-sorry.html" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:27:48 +0100] "GET /fr/commande?ipa=3013 HTTP/1.1" 200 10029 "https://controltower.fr/fr/blackboard-jungle/3013-danny-red-tell-jah-sorry.html" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:27:49 +0100] "GET /7456-small_default/danny-red-tell-jah-sorry.jpg HTTP/1.1" 200 8789 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:27:49 +0100] "GET /fr/commande?ipa=3013 HTTP/1.1" 200 9285 "https://controltower.fr/fr/commande?ipa=3013" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
176.156.222.110 - - [04/Nov/2021:23:27:55 +0100] "POST /admincontrol/ajax.php?rand=1636064869905 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminProducts&token=c2d067f3456da21c5a4b065fb6365bbc&conf=5" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:27:58 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3013&id_product_attribute=3073&_=1636064876898 HTTP/1.1" 200 807 "https://controltower.fr/fr/blackboard-jungle/3013-danny-red-tell-jah-sorry.html" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:27:58 +0100] "POST /?rand=1636064877078 HTTP/1.1" 200 6316 "https://controltower.fr/fr/blackboard-jungle/3013-danny-red-tell-jah-sorry.html" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:27:59 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3013&id_product_attribute=3073&_=1636064876899 HTTP/1.1" 200 226 "https://controltower.fr/fr/blackboard-jungle/3013-danny-red-tell-jah-sorry.html" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
176.156.222.110 - - [04/Nov/2021:23:28:02 +0100] "POST /admincontrol/ajax.php?rand=1636064876906 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminDashboard&token=c282dec7df001df68582fc635ae6dc7c" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:28:05 +0100] "POST /?rand=1636064883799 HTTP/1.1" 200 1553 "https://controltower.fr/fr/" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
94.31.100.131 - - [04/Nov/2021:23:28:06 +0100] "POST /?rand=1636064900318 HTTP/1.1" 200 5811 "https://controltower.fr/en/mon-compte" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
94.31.100.131 - - [04/Nov/2021:23:28:06 +0100] "GET /en/mon-compte HTTP/1.1" 200 11300 "https://controltower.fr/en/mon-compte" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
54.36.148.65 - - [04/Nov/2021:23:28:08 +0100] "GET /en/albion-collective/2629-dubbing-sun-zygos-feat-rider-shafique-ras-addis-cradle-to-the-grave.html HTTP/1.1" 200 15255 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
176.156.222.110 - - [04/Nov/2021:23:28:36 +0100] "POST /admincontrol/ajax.php?rand=1636064910969 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminOrders&id_order=5614&vieworder&token=e792fee3cdafab3e973b81a1e80cd388" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
176.156.222.110 - - [04/Nov/2021:23:28:36 +0100] "POST /admincontrol/ajax.php?rand=1636064911080 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminOrders&id_order=6564&vieworder&token=e792fee3cdafab3e973b81a1e80cd388" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
216.244.66.226 - - [04/Nov/2021:23:28:44 +0100] "GET /fr/whodemsound/1984-jah-warrior-feat-peter-broggs-lef-babylon-come.html HTTP/1.1" 200 39689 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
207.46.13.126 - - [04/Nov/2021:23:28:51 +0100] "GET /3740-thickbox_default/babe-roots-feat-kojo-neatness-e-pertoldi-be-still.jpg HTTP/1.1" 301 643 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
80.214.144.233 - - [04/Nov/2021:23:28:57 +0100] "GET /fr/mountain-top-records/3005-baltimores-soon-come.html HTTP/1.1" 200 10273 "https://controltower.fr/fr/" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:28:57 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3005&id_product_attribute=3065&_=1636064936116 HTTP/1.1" 200 807 "https://controltower.fr/fr/mountain-top-records/3005-baltimores-soon-come.html" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:28:58 +0100] "GET /7436-large_default/baltimores-soon-come.jpg HTTP/1.1" 200 48412 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:28:58 +0100] "GET /7436-cart_default/baltimores-soon-come.jpg HTTP/1.1" 200 3156 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:28:57 +0100] "GET /fr/mountain-top-records/3005-baltimores-soon-come.html HTTP/1.1" 200 8921 "https://controltower.fr/fr/mountain-top-records/3005-baltimores-soon-come.html" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:28:58 +0100] "GET /7437-cart_default/baltimores-soon-come.jpg HTTP/1.1" 200 7942 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:28:58 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3005&id_product_attribute=3065&_=1636064936117 HTTP/1.1" 200 226 "https://controltower.fr/fr/mountain-top-records/3005-baltimores-soon-come.html" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
207.46.13.126 - - [04/Nov/2021:23:29:00 +0100] "GET /3740-thickbox_default/babe-roots-feat-kojo-neatness-e-pertoldi-be-still.jpg HTTP/1.1" 200 149712 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
80.214.144.233 - - [04/Nov/2021:23:29:12 +0100] "POST /?rand=1636064950450 HTTP/1.1" 200 1553 "https://controltower.fr/fr/" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:29:18 +0100] "-" 408 575 "-" "-"
54.36.148.64 - - [04/Nov/2021:23:29:20 +0100] "GET /5856-cart_default/benjammin-give-thanks.jpg HTTP/1.1" 200 8311 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
176.145.71.169 - - [04/Nov/2021:23:29:23 +0100] "POST /fr/panier HTTP/1.1" 302 4256 "https://controltower.fr/fr/i-skankers-records/3020-musical-warryahs-guidance-protection.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:29:23 +0100] "GET /fr/commande?ipa=3020 HTTP/1.1" 200 16226 "https://controltower.fr/fr/i-skankers-records/3020-musical-warryahs-guidance-protection.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:29:28 +0100] "GET /7482-small_default/musical-warryahs-guidance-protection.jpg HTTP/1.1" 200 5261 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:29:28 +0100] "GET /fr/commande?ipa=3020 HTTP/1.1" 200 13330 "https://controltower.fr/fr/commande?ipa=3020" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:29:31 +0100] "-" 408 559 "-" "-"
80.214.144.233 - - [04/Nov/2021:23:29:35 +0100] "GET /fr/stepwizer-music/3002-stepwizer-feat-junior-dread-wonderful-feeling.html HTTP/1.1" 200 10219 "https://controltower.fr/fr/" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:29:36 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3002&id_product_attribute=3062&_=1636064974053 HTTP/1.1" 200 807 "https://controltower.fr/fr/stepwizer-music/3002-stepwizer-feat-junior-dread-wonderful-feeling.html" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:29:36 +0100] "GET /fr/stepwizer-music/3002-stepwizer-feat-junior-dread-wonderful-feeling.html HTTP/1.1" 200 8868 "https://controltower.fr/fr/stepwizer-music/3002-stepwizer-feat-junior-dread-wonderful-feeling.html" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:29:36 +0100] "GET /7427-cart_default/stepwizer-feat-junior-dread-wonderful-feeling.jpg HTTP/1.1" 200 3846 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:29:36 +0100] "GET /7427-large_default/stepwizer-feat-junior-dread-wonderful-feeling.jpg HTTP/1.1" 200 49494 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:29:36 +0100] "GET /7428-cart_default/stepwizer-feat-junior-dread-wonderful-feeling.jpg HTTP/1.1" 200 8473 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
80.214.144.233 - - [04/Nov/2021:23:29:36 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3002&id_product_attribute=3062&_=1636064974054 HTTP/1.1" 200 226 "https://controltower.fr/fr/stepwizer-music/3002-stepwizer-feat-junior-dread-wonderful-feeling.html" "Mozilla/5.0 (Linux; Android 10; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
176.156.222.110 - - [04/Nov/2021:23:29:41 +0100] "POST /admincontrol/ajax.php?rand=1636064975912 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminEnvoiMoinsCher&id_order=8856&option=send&token=27d7475b073347ae85ef86e2e2b9fb80" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:29:43 +0100] "-" 408 559 "-" "-"
176.145.71.169 - - [04/Nov/2021:23:29:45 +0100] "POST /fr/panier HTTP/1.1" 302 4238 "https://controltower.fr/fr/zion-trod-records/3008-ras-teo-back-a-bush.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
54.36.148.157 - - [04/Nov/2021:23:29:46 +0100] "GET /fr/culture-dub-records/1191-wicked-bonny-feat-kali-green-boom-sound.html HTTP/1.1" 200 15159 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
176.145.71.169 - - [04/Nov/2021:23:29:45 +0100] "GET /fr/commande?ipa=3008 HTTP/1.1" 200 16346 "https://controltower.fr/fr/zion-trod-records/3008-ras-teo-back-a-bush.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:29:50 +0100] "GET /7442-small_default/ras-teo-back-a-bush.jpg HTTP/1.1" 200 4031 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:29:50 +0100] "GET /fr/commande?ipa=3008 HTTP/1.1" 200 13449 "https://controltower.fr/fr/commande?ipa=3008" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.156.222.110 - - [04/Nov/2021:23:29:56 +0100] "POST /admincontrol/ajax.php?rand=1636064990910 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminProducts&token=c2d067f3456da21c5a4b065fb6365bbc&conf=5" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
176.156.222.110 - - [04/Nov/2021:23:30:03 +0100] "POST /admincontrol/ajax.php?rand=1636064997911 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminDashboard&token=c282dec7df001df68582fc635ae6dc7c" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
176.145.71.169 - - [04/Nov/2021:23:30:05 +0100] "-" 408 559 "-" "-"
